City,Category,Subcategory,Outcome,Count
Ahmedabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,15
Ahmedabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,2
Ahmedabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,13
Ahmedabad,Traffic Violation,Jumping Red Light,Greviously Injured,3
Ahmedabad,Traffic Violation,Jumping Red Light,Minor Injury,0
Ahmedabad,Traffic Violation,Jumping Red Light,Total number of Accidents,3
Ahmedabad,Traffic Violation,Jumping Red Light,Persons Killed,0
Ahmedabad,Traffic Violation,Jumping Red Light,Total Injured,3
Ahmedabad,Traffic Violation,Others,Greviously Injured,0
Ahmedabad,Traffic Violation,Others,Minor Injury,0
Ahmedabad,Traffic Violation,Others,Total number of Accidents,0
Ahmedabad,Traffic Violation,Others,Persons Killed,0
Ahmedabad,Traffic Violation,Others,Total Injured,0
Ahmedabad,Traffic Violation,Over,Greviously Injured,456
Ahmedabad,Traffic Violation,Over,Minor Injury,300
Ahmedabad,Traffic Violation,Over,Total number of Accidents,1149
Ahmedabad,Traffic Violation,Over,Persons Killed,333
Ahmedabad,Traffic Violation,Over,Total Injured,756
Ahmedabad,Traffic Violation,Use of Mobile Phone,Greviously Injured,0
Ahmedabad,Traffic Violation,Use of Mobile Phone,Minor Injury,0
Ahmedabad,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0
Ahmedabad,Traffic Violation,Use of Mobile Phone,Persons Killed,0
Ahmedabad,Traffic Violation,Use of Mobile Phone,Total Injured,0
Allahabad(Prayagraj),Traffic Violation,Driving on Wrong side,Greviously Injured,24
Allahabad(Prayagraj),Traffic Violation,Driving on Wrong side,Minor Injury,105
Allahabad(Prayagraj),Traffic Violation,Driving on Wrong side,Total number of Accidents,205
Allahabad(Prayagraj),Traffic Violation,Driving on Wrong side,Persons Killed,102
Allahabad(Prayagraj),Traffic Violation,Driving on Wrong side,Total Injured,129
Allahabad(Prayagraj),Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,22
Allahabad(Prayagraj),Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,106
Allahabad(Prayagraj),Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,201
Allahabad(Prayagraj),Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,86
Allahabad(Prayagraj),Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,128
Allahabad(Prayagraj),Traffic Violation,Jumping Red Light,Greviously Injured,17
Allahabad(Prayagraj),Traffic Violation,Jumping Red Light,Minor Injury,119
Allahabad(Prayagraj),Traffic Violation,Jumping Red Light,Total number of Accidents,214
Allahabad(Prayagraj),Traffic Violation,Jumping Red Light,Persons Killed,89
Allahabad(Prayagraj),Traffic Violation,Jumping Red Light,Total Injured,136
Allahabad(Prayagraj),Traffic Violation,Others,Greviously Injured,14
Allahabad(Prayagraj),Traffic Violation,Others,Minor Injury,65
Allahabad(Prayagraj),Traffic Violation,Others,Total number of Accidents,101
Allahabad(Prayagraj),Traffic Violation,Others,Persons Killed,38
Allahabad(Prayagraj),Traffic Violation,Others,Total Injured,79
Allahabad(Prayagraj),Traffic Violation,Over,Greviously Injured,28
Allahabad(Prayagraj),Traffic Violation,Over,Minor Injury,134
Allahabad(Prayagraj),Traffic Violation,Over,Total number of Accidents,255
Allahabad(Prayagraj),Traffic Violation,Over,Persons Killed,109
Allahabad(Prayagraj),Traffic Violation,Over,Total Injured,162
Allahabad(Prayagraj),Traffic Violation,Use of Mobile Phone,Greviously Injured,16
Allahabad(Prayagraj),Traffic Violation,Use of Mobile Phone,Minor Injury,82
Allahabad(Prayagraj),Traffic Violation,Use of Mobile Phone,Total number of Accidents,176
Allahabad(Prayagraj),Traffic Violation,Use of Mobile Phone,Persons Killed,93
Allahabad(Prayagraj),Traffic Violation,Use of Mobile Phone,Total Injured,98
Amritsar,Traffic Violation,Driving on Wrong side,Greviously Injured,0
Amritsar,Traffic Violation,Driving on Wrong side,Minor Injury,0
Amritsar,Traffic Violation,Driving on Wrong side,Total number of Accidents,2
Amritsar,Traffic Violation,Driving on Wrong side,Persons Killed,2
Amritsar,Traffic Violation,Driving on Wrong side,Total Injured,0
Amritsar,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,4
Amritsar,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,0
Amritsar,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,1
Amritsar,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0
Amritsar,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,4
Amritsar,Traffic Violation,Jumping Red Light,Greviously Injured,0
Amritsar,Traffic Violation,Jumping Red Light,Minor Injury,0
Amritsar,Traffic Violation,Jumping Red Light,Total number of Accidents,0
Amritsar,Traffic Violation,Jumping Red Light,Persons Killed,0
Amritsar,Traffic Violation,Jumping Red Light,Total Injured,0
Amritsar,Traffic Violation,Others,Greviously Injured,16
Amritsar,Traffic Violation,Others,Minor Injury,9
Amritsar,Traffic Violation,Others,Total number of Accidents,42
Amritsar,Traffic Violation,Others,Persons Killed,27
Amritsar,Traffic Violation,Others,Total Injured,25
Amritsar,Traffic Violation,Over,Greviously Injured,18
Amritsar,Traffic Violation,Over,Minor Injury,12
Amritsar,Traffic Violation,Over,Total number of Accidents,55
Amritsar,Traffic Violation,Over,Persons Killed,37
Amritsar,Traffic Violation,Over,Total Injured,30
Amritsar,Traffic Violation,Use of Mobile Phone,Greviously Injured,0
Amritsar,Traffic Violation,Use of Mobile Phone,Minor Injury,0
Amritsar,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0
Amritsar,Traffic Violation,Use of Mobile Phone,Persons Killed,0
Amritsar,Traffic Violation,Use of Mobile Phone,Total Injured,0
Asansol Durgapur,Traffic Violation,Driving on Wrong side,Greviously Injured,4
Asansol Durgapur,Traffic Violation,Driving on Wrong side,Minor Injury,0
Asansol Durgapur,Traffic Violation,Driving on Wrong side,Total number of Accidents,1
Asansol Durgapur,Traffic Violation,Driving on Wrong side,Persons Killed,2
Asansol Durgapur,Traffic Violation,Driving on Wrong side,Total Injured,4
Asansol Durgapur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0
Asansol Durgapur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,0
Asansol Durgapur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,0
Asansol Durgapur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0
Asansol Durgapur,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,0
Asansol Durgapur,Traffic Violation,Jumping Red Light,Greviously Injured,0
Asansol Durgapur,Traffic Violation,Jumping Red Light,Minor Injury,0
Asansol Durgapur,Traffic Violation,Jumping Red Light,Total number of Accidents,0
Asansol Durgapur,Traffic Violation,Jumping Red Light,Persons Killed,0
Asansol Durgapur,Traffic Violation,Jumping Red Light,Total Injured,0
Asansol Durgapur,Traffic Violation,Others,Greviously Injured,125
Asansol Durgapur,Traffic Violation,Others,Minor Injury,29
Asansol Durgapur,Traffic Violation,Others,Total number of Accidents,240
Asansol Durgapur,Traffic Violation,Others,Persons Killed,169
Asansol Durgapur,Traffic Violation,Others,Total Injured,154
Asansol Durgapur,Traffic Violation,Over,Greviously Injured,74
Asansol Durgapur,Traffic Violation,Over,Minor Injury,14
Asansol Durgapur,Traffic Violation,Over,Total number of Accidents,187
Asansol Durgapur,Traffic Violation,Over,Persons Killed,144
Asansol Durgapur,Traffic Violation,Over,Total Injured,88
Asansol Durgapur,Traffic Violation,Use of Mobile Phone,Greviously Injured,0
Asansol Durgapur,Traffic Violation,Use of Mobile Phone,Minor Injury,0
Asansol Durgapur,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0
Asansol Durgapur,Traffic Violation,Use of Mobile Phone,Persons Killed,0
Asansol Durgapur,Traffic Violation,Use of Mobile Phone,Total Injured,0
Aurangabad,Traffic Violation,Driving on Wrong side,Greviously Injured,5
Aurangabad,Traffic Violation,Driving on Wrong side,Minor Injury,2
Aurangabad,Traffic Violation,Driving on Wrong side,Total number of Accidents,12
Aurangabad,Traffic Violation,Driving on Wrong side,Persons Killed,5
Aurangabad,Traffic Violation,Driving on Wrong side,Total Injured,7
Aurangabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0
Aurangabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,0
Aurangabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,0
Aurangabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0
Aurangabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,0
Aurangabad,Traffic Violation,Jumping Red Light,Greviously Injured,0
Aurangabad,Traffic Violation,Jumping Red Light,Minor Injury,0
Aurangabad,Traffic Violation,Jumping Red Light,Total number of Accidents,0
Aurangabad,Traffic Violation,Jumping Red Light,Persons Killed,0
Aurangabad,Traffic Violation,Jumping Red Light,Total Injured,0
Aurangabad,Traffic Violation,Others,Greviously Injured,10
Aurangabad,Traffic Violation,Others,Minor Injury,3
Aurangabad,Traffic Violation,Others,Total number of Accidents,27
Aurangabad,Traffic Violation,Others,Persons Killed,20
Aurangabad,Traffic Violation,Others,Total Injured,13
Aurangabad,Traffic Violation,Over,Greviously Injured,205
Aurangabad,Traffic Violation,Over,Minor Injury,68
Aurangabad,Traffic Violation,Over,Total number of Accidents,367
Aurangabad,Traffic Violation,Over,Persons Killed,111
Aurangabad,Traffic Violation,Over,Total Injured,273
Aurangabad,Traffic Violation,Use of Mobile Phone,Greviously Injured,0
Aurangabad,Traffic Violation,Use of Mobile Phone,Minor Injury,0
Aurangabad,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0
Aurangabad,Traffic Violation,Use of Mobile Phone,Persons Killed,0
Aurangabad,Traffic Violation,Use of Mobile Phone,Total Injured,0
Bengaluru,Traffic Violation,Driving on Wrong side,Greviously Injured,17
Bengaluru,Traffic Violation,Driving on Wrong side,Minor Injury,4
Bengaluru,Traffic Violation,Driving on Wrong side,Total number of Accidents,26
Bengaluru,Traffic Violation,Driving on Wrong side,Persons Killed,1
Bengaluru,Traffic Violation,Driving on Wrong side,Total Injured,21
Bengaluru,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,10
Bengaluru,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,3
Bengaluru,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,27
Bengaluru,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,11
Bengaluru,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,13
Bengaluru,Traffic Violation,Jumping Red Light,Greviously Injured,10
Bengaluru,Traffic Violation,Jumping Red Light,Minor Injury,5
Bengaluru,Traffic Violation,Jumping Red Light,Total number of Accidents,15
Bengaluru,Traffic Violation,Jumping Red Light,Persons Killed,2
Bengaluru,Traffic Violation,Jumping Red Light,Total Injured,15
Bengaluru,Traffic Violation,Others,Greviously Injured,59
Bengaluru,Traffic Violation,Others,Minor Injury,77
Bengaluru,Traffic Violation,Others,Total number of Accidents,172
Bengaluru,Traffic Violation,Others,Persons Killed,36
Bengaluru,Traffic Violation,Others,Total Injured,136
Bengaluru,Traffic Violation,Over,Greviously Injured,1611
Bengaluru,Traffic Violation,Over,Minor Injury,955
Bengaluru,Traffic Violation,Over,Total number of Accidents,2993
Bengaluru,Traffic Violation,Over,Persons Killed,596
Bengaluru,Traffic Violation,Over,Total Injured,2566
Bengaluru,Traffic Violation,Use of Mobile Phone,Greviously Injured,0
Bengaluru,Traffic Violation,Use of Mobile Phone,Minor Injury,0
Bengaluru,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0
Bengaluru,Traffic Violation,Use of Mobile Phone,Persons Killed,0
Bengaluru,Traffic Violation,Use of Mobile Phone,Total Injured,0
Bhopal,Traffic Violation,Driving on Wrong side,Greviously Injured,0
Bhopal,Traffic Violation,Driving on Wrong side,Minor Injury,0
Bhopal,Traffic Violation,Driving on Wrong side,Total number of Accidents,0
Bhopal,Traffic Violation,Driving on Wrong side,Persons Killed,0
Bhopal,Traffic Violation,Driving on Wrong side,Total Injured,0
Bhopal,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0
Bhopal,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,0
Bhopal,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,0
Bhopal,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0
Bhopal,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,0
Bhopal,Traffic Violation,Jumping Red Light,Greviously Injured,0
Bhopal,Traffic Violation,Jumping Red Light,Minor Injury,0
Bhopal,Traffic Violation,Jumping Red Light,Total number of Accidents,0
Bhopal,Traffic Violation,Jumping Red Light,Persons Killed,0
Bhopal,Traffic Violation,Jumping Red Light,Total Injured,0
Bhopal,Traffic Violation,Others,Greviously Injured,39
Bhopal,Traffic Violation,Others,Minor Injury,247
Bhopal,Traffic Violation,Others,Total number of Accidents,405
Bhopal,Traffic Violation,Others,Persons Killed,80
Bhopal,Traffic Violation,Others,Total Injured,286
Bhopal,Traffic Violation,Over,Greviously Injured,147
Bhopal,Traffic Violation,Over,Minor Injury,1374
Bhopal,Traffic Violation,Over,Total number of Accidents,1890
Bhopal,Traffic Violation,Over,Persons Killed,157
Bhopal,Traffic Violation,Over,Total Injured,1521
Bhopal,Traffic Violation,Use of Mobile Phone,Greviously Injured,0
Bhopal,Traffic Violation,Use of Mobile Phone,Minor Injury,0
Bhopal,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0
Bhopal,Traffic Violation,Use of Mobile Phone,Persons Killed,0
Bhopal,Traffic Violation,Use of Mobile Phone,Total Injured,0
Chandigarh,Traffic Violation,Driving on Wrong side,Greviously Injured,0
Chandigarh,Traffic Violation,Driving on Wrong side,Minor Injury,4
Chandigarh,Traffic Violation,Driving on Wrong side,Total number of Accidents,3
Chandigarh,Traffic Violation,Driving on Wrong side,Persons Killed,1
Chandigarh,Traffic Violation,Driving on Wrong side,Total Injured,4
Chandigarh,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0
Chandigarh,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,3
Chandigarh,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,5
Chandigarh,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,1
Chandigarh,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,3
Chandigarh,Traffic Violation,Jumping Red Light,Greviously Injured,0
Chandigarh,Traffic Violation,Jumping Red Light,Minor Injury,2
Chandigarh,Traffic Violation,Jumping Red Light,Total number of Accidents,4
Chandigarh,Traffic Violation,Jumping Red Light,Persons Killed,1
Chandigarh,Traffic Violation,Jumping Red Light,Total Injured,2
Chandigarh,Traffic Violation,Others,Greviously Injured,0
Chandigarh,Traffic Violation,Others,Minor Injury,0
Chandigarh,Traffic Violation,Others,Total number of Accidents,0
Chandigarh,Traffic Violation,Others,Persons Killed,0
Chandigarh,Traffic Violation,Others,Total Injured,0
Chandigarh,Traffic Violation,Over,Greviously Injured,14
Chandigarh,Traffic Violation,Over,Minor Injury,125
Chandigarh,Traffic Violation,Over,Total number of Accidents,147
Chandigarh,Traffic Violation,Over,Persons Killed,50
Chandigarh,Traffic Violation,Over,Total Injured,139
Chandigarh,Traffic Violation,Use of Mobile Phone,Greviously Injured,0
Chandigarh,Traffic Violation,Use of Mobile Phone,Minor Injury,0
Chandigarh,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0
Chandigarh,Traffic Violation,Use of Mobile Phone,Persons Killed,0
Chandigarh,Traffic Violation,Use of Mobile Phone,Total Injured,0
Chennai,Traffic Violation,Driving on Wrong side,Greviously Injured,79
